body;x-coordinate;y-coordinate;z-coordinate
jupiter;-0.359941;5.12226;-0.013226
saturn;3.17407;8.49425;-0.273872
uranus;16.0588;-11.8914;-0.252442
neptune;18.454;-23.7788;0.0645073
sun;0.00617907;-0.00750081;-0.000116963
jupiter;-0.387806;5.1216;-0.0125997
saturn;3.15389;8.50133;-0.273192
uranus;16.0672;-11.8805;-0.252512
neptune;18.463;-23.7717;0.064154
sun;0.0062106;-0.0075029;-0.000117735
jupiter;-0.415661;5.1208;-0.0119731
saturn;3.13369;8.50837;-0.27251
uranus;16.0757;-11.8695;-0.252581
neptune;18.472;-23.7646;0.0638006
sun;0.00624214;-0.00750484;-0.000118508
jupiter;-0.443502;5.11985;-0.0113461
saturn;3.11348;8.51536;-0.271827
uranus;16.0841;-11.8586;-0.25265
neptune;18.4809;-23.7574;0.0634472
sun;0.00627366;-0.00750662;-0.000119281
jupiter;-0.471331;5.11875;-0.0107187
saturn;3.09324;8.52231;-0.271142
uranus;16.0925;-11.8477;-0.252718
neptune;18.4899;-23.7503;0.0630938
sun;0.00630518;-0.00750824;-0.000120055
jupiter;-0.499146;5.1175;-0.0100911
saturn;3.07299;8.52921;-0.270456
uranus;16.1009;-11.8367;-0.252787
neptune;18.4989;-23.7432;0.0627404
sun;0.00633669;-0.00750972;-0.00012083
jupiter;-0.526946;5.11611;-0.00946321
saturn;3.05273;8.53607;-0.269769
uranus;16.1093;-11.8258;-0.252856
neptune;18.5079;-23.736;0.062387
sun;0.00636818;-0.00751104;-0.000121606
jupiter;-0.554731;5.11456;-0.00883503
saturn;3.03245;8.54288;-0.26908
uranus;16.1177;-11.8149;-0.252924
neptune;18.5168;-23.7289;0.0620335
sun;0.00639967;-0.0075122;-0.000122382
jupiter;-0.5825;5.11287;-0.0082066
saturn;3.01215;8.54965;-0.268389
uranus;16.1261;-11.8039;-0.252992
neptune;18.5258;-23.7217;0.0616801
sun;0.00643115;-0.00751322;-0.000123159
jupiter;-0.610251;5.11103;-0.00757795
saturn;2.99184;8.55637;-0.267698
uranus;16.1345;-11.793;-0.253061
neptune;18.5348;-23.7146;0.0613266
sun;0.00646261;-0.00751407;-0.000123936
jupiter;-0.637985;5.10904;-0.00694908
saturn;2.97151;8.56305;-0.267004
uranus;16.1429;-11.782;-0.253129
neptune;18.5437;-23.7074;0.0609732
sun;0.00649406;-0.00751478;-0.000124714
jupiter;-0.6657;5.10691;-0.00632001
saturn;2.95116;8.56968;-0.26631
uranus;16.1513;-11.771;-0.253197
neptune;18.5527;-23.7002;0.0606197
sun;0.0065255;-0.00751533;-0.000125493
jupiter;-0.693396;5.10463;-0.00569077
saturn;2.9308;8.57627;-0.265614
uranus;16.1596;-11.76;-0.253264
neptune;18.5617;-23.6931;0.0602662
sun;0.00655693;-0.00751573;-0.000126272
jupiter;-0.721072;5.1022;-0.00506137
saturn;2.91042;8.58281;-0.264916
uranus;16.168;-11.7491;-0.253332
neptune;18.5706;-23.6859;0.0599128
sun;0.00658833;-0.00751598;-0.000127052
jupiter;-0.748726;5.09962;-0.00443184
saturn;2.89003;8.5893;-0.264217
uranus;16.1763;-11.7381;-0.2534
neptune;18.5796;-23.6787;0.0595593
sun;0.00661973;-0.00751607;-0.000127832
jupiter;-0.776359;5.0969;-0.00380218
saturn;2.86963;8.59575;-0.263517
uranus;16.1846;-11.7271;-0.253467
neptune;18.5885;-23.6715;0.0592058
sun;0.0066511;-0.00751602;-0.000128613
jupiter;-0.80397;5.09403;-0.00317242
saturn;2.8492;8.60215;-0.262816
uranus;16.193;-11.7161;-0.253534
neptune;18.5975;-23.6644;0.0588523
sun;0.00668246;-0.00751581;-0.000129394
jupiter;-0.831557;5.09102;-0.00254257
saturn;2.82876;8.60851;-0.262113
uranus;16.2013;-11.7051;-0.253601
neptune;18.6064;-23.6572;0.0584988
sun;0.0067138;-0.00751545;-0.000130175
jupiter;-0.859121;5.08786;-0.00191266
saturn;2.80831;8.61482;-0.261408
uranus;16.2096;-11.6941;-0.253669
neptune;18.6153;-23.65;0.0581452
sun;0.00674513;-0.00751493;-0.000130958
jupiter;-0.886659;5.08456;-0.0012827
saturn;2.78784;8.62109;-0.260702
uranus;16.2179;-11.6831;-0.253735
neptune;18.6243;-23.6428;0.0577917
sun;0.00677643;-0.00751427;-0.00013174
jupiter;-0.914172;5.0811;-0.000652703
saturn;2.76736;8.62731;-0.259995
uranus;16.2262;-11.672;-0.253802
neptune;18.6332;-23.6356;0.0574382
sun;0.00680771;-0.00751345;-0.000132523
jupiter;-0.941659;5.07751;-2.26976e-05
saturn;2.74686;8.63348;-0.259286
uranus;16.2345;-11.661;-0.253869
neptune;18.6422;-23.6284;0.0570846
sun;0.00683897;-0.00751249;-0.000133306
jupiter;-0.969118;5.07377;0.000607302
saturn;2.72635;8.63961;-0.258576
uranus;16.2428;-11.65;-0.253935
neptune;18.6511;-23.6212;0.056731
sun;0.00687021;-0.00751137;-0.00013409
jupiter;-0.99655;5.06988;0.00123728
saturn;2.70583;8.6457;-0.257865
uranus;16.251;-11.6389;-0.254002
neptune;18.66;-23.614;0.0563775
sun;0.00690143;-0.0075101;-0.000134874
jupiter;-1.02395;5.06585;0.00186721
saturn;2.68529;8.65173;-0.257152
uranus;16.2593;-11.6279;-0.254068
neptune;18.6689;-23.6068;0.0560239
sun;0.00693262;-0.00750868;-0.000135659
jupiter;-1.05133;5.06168;0.00249709
saturn;2.66473;8.65772;-0.256438
uranus;16.2675;-11.6168;-0.254134
neptune;18.6779;-23.5996;0.0556703
sun;0.00696379;-0.00750711;-0.000136444
jupiter;-1.07867;5.05736;0.00312689
saturn;2.64416;8.66367;-0.255723
uranus;16.2758;-11.6058;-0.2542
neptune;18.6868;-23.5924;0.0553167
sun;0.00699493;-0.00750539;-0.000137229
jupiter;-1.10598;5.05289;0.0037566
saturn;2.62358;8.66957;-0.255006
uranus;16.284;-11.5947;-0.254266
neptune;18.6957;-23.5852;0.0549631
sun;0.00702605;-0.00750352;-0.000138014
jupiter;-1.13326;5.04829;0.00438619
saturn;2.60298;8.67542;-0.254288
uranus;16.2923;-11.5837;-0.254332
neptune;18.7046;-23.5779;0.0546095
sun;0.00705714;-0.0075015;-0.0001388
jupiter;-1.16051;5.04354;0.00501565
saturn;2.58237;8.68123;-0.253568
uranus;16.3005;-11.5726;-0.254398
neptune;18.7135;-23.5707;0.0542559
sun;0.0070882;-0.00749933;-0.000139585
jupiter;-1.18773;5.03865;0.00564496
saturn;2.56175;8.68699;-0.252847
uranus;16.3087;-11.5615;-0.254463
neptune;18.7224;-23.5635;0.0539023
sun;0.00711924;-0.00749702;-0.000140372
jupiter;-1.21491;5.03361;0.00627411
saturn;2.54111;8.6927;-0.252125
uranus;16.3169;-11.5504;-0.254529
neptune;18.7313;-23.5563;0.0535487
sun;0.00715025;-0.00749455;-0.000141158
jupiter;-1.24206;5.02843;0.00690308
saturn;2.52046;8.69837;-0.251402
uranus;16.3251;-11.5393;-0.254594
neptune;18.7402;-23.549;0.053195
sun;0.00718123;-0.00749193;-0.000141944
jupiter;-1.26917;5.02311;0.00753184
saturn;2.49979;8.70399;-0.250677
uranus;16.3333;-11.5282;-0.254659
neptune;18.7491;-23.5418;0.0528414
sun;0.00721217;-0.00748917;-0.000142731
jupiter;-1.29625;5.01765;0.00816038
saturn;2.47911;8.70957;-0.249951
uranus;16.3415;-11.5171;-0.254724
neptune;18.758;-23.5345;0.0524877
sun;0.00724309;-0.00748626;-0.000143518
jupiter;-1.32328;5.01205;0.00878869
saturn;2.45842;8.7151;-0.249223
uranus;16.3496;-11.506;-0.254789
neptune;18.7669;-23.5273;0.052134
sun;0.00727398;-0.0074832;-0.000144305
jupiter;-1.35029;5.0063;0.00941675
saturn;2.43771;8.72058;-0.248494
uranus;16.3578;-11.4949;-0.254854
neptune;18.7758;-23.5201;0.0517804
sun;0.00730483;-0.00747999;-0.000145092
jupiter;-1.37725;5.00041;0.0100445
saturn;2.417;8.72602;-0.247764
uranus;16.366;-11.4838;-0.254919
neptune;18.7847;-23.5128;0.0514267
sun;0.00733565;-0.00747664;-0.000145879
jupiter;-1.40417;4.99438;0.010672
saturn;2.39627;8.73141;-0.247032
uranus;16.3741;-11.4727;-0.254983
neptune;18.7936;-23.5055;0.051073
sun;0.00736643;-0.00747313;-0.000146667
jupiter;-1.43106;4.98822;0.0112992
saturn;2.37552;8.73676;-0.246299
uranus;16.3822;-11.4615;-0.255048
neptune;18.8025;-23.4983;0.0507193
sun;0.00739719;-0.00746949;-0.000147454
jupiter;-1.4579;4.98191;0.0119261
saturn;2.35477;8.74205;-0.245565
uranus;16.3904;-11.4504;-0.255112
neptune;18.8114;-23.491;0.0503656
sun;0.0074279;-0.00746569;-0.000148241
jupiter;-1.4847;4.97546;0.0125526
saturn;2.334;8.7473;-0.24483
uranus;16.3985;-11.4393;-0.255176
neptune;18.8202;-23.4838;0.0500119
sun;0.00745858;-0.00746175;-0.000149029
jupiter;-1.51147;4.96887;0.0131788
saturn;2.31322;8.75251;-0.244093
uranus;16.4066;-11.4281;-0.25524
neptune;18.8291;-23.4765;0.0496582
sun;0.00748923;-0.00745766;-0.000149816
jupiter;-1.53818;4.96214;0.0138046
saturn;2.29242;8.75767;-0.243355
uranus;16.4147;-11.417;-0.255304
neptune;18.838;-23.4692;0.0493045
sun;0.00751983;-0.00745343;-0.000150604
jupiter;-1.56486;4.95527;0.01443
saturn;2.27162;8.76278;-0.242616
uranus;16.4228;-11.4058;-0.255368
neptune;18.8469;-23.4619;0.0489508
sun;0.0075504;-0.00744905;-0.000151391
jupiter;-1.59149;4.94827;0.0150549
saturn;2.2508;8.76784;-0.241875
uranus;16.4309;-11.3946;-0.255431
neptune;18.8557;-23.4547;0.048597
sun;0.00758093;-0.00744452;-0.000152179
jupiter;-1.61808;4.94112;0.0156795
saturn;2.22997;8.77286;-0.241133
uranus;16.439;-11.3835;-0.255495
neptune;18.8646;-23.4474;0.0482433
sun;0.00761142;-0.00743986;-0.000152966
jupiter;-1.64462;4.93384;0.0163036
saturn;2.20913;8.77783;-0.24039
uranus;16.4471;-11.3723;-0.255558
neptune;18.8735;-23.4401;0.0478895
sun;0.00764187;-0.00743504;-0.000153754
jupiter;-1.67111;4.92642;0.0169273
saturn;2.18827;8.78276;-0.239645
uranus;16.4551;-11.3611;-0.255621
neptune;18.8823;-23.4328;0.0475358
sun;0.00767228;-0.00743008;-0.000154541
jupiter;-1.69756;4.91886;0.0175505
saturn;2.16741;8.78764;-0.238899
uranus;16.4632;-11.3499;-0.255685
neptune;18.8912;-23.4255;0.047182
sun;0.00770265;-0.00742498;-0.000155328
jupiter;-1.72396;4.91117;0.0181731
saturn;2.14653;8.79247;-0.238152
uranus;16.4713;-11.3387;-0.255748
neptune;18.9;-23.4182;0.0468282
sun;0.00773297;-0.00741974;-0.000156115
jupiter;-1.75031;4.90333;0.0187953
saturn;2.12564;8.79725;-0.237404
uranus;16.4793;-11.3275;-0.255811
neptune;18.9089;-23.4109;0.0464745
sun;0.00776326;-0.00741435;-0.000156902
jupiter;-1.77662;4.89537;0.019417
saturn;2.10474;8.80199;-0.236654
uranus;16.4873;-11.3163;-0.255873
neptune;18.9177;-23.4036;0.0461207
sun;0.0077935;-0.00740882;-0.000157689
jupiter;-1.80287;4.88726;0.020038
saturn;2.08383;8.80668;-0.235903
uranus;16.4954;-11.3051;-0.255936
neptune;18.9266;-23.3963;0.0457669
sun;0.00782369;-0.00740314;-0.000158475
jupiter;-1.82907;4.87902;0.0206586
saturn;2.06291;8.81132;-0.235151
uranus;16.5034;-11.2939;-0.255998
neptune;18.9354;-23.389;0.0454131
sun;0.00785384;-0.00739732;-0.000159261
jupiter;-1.85522;4.87064;0.0212785
saturn;2.04198;8.81592;-0.234398
uranus;16.5114;-11.2827;-0.256061
neptune;18.9443;-23.3817;0.0450593
sun;0.00788394;-0.00739136;-0.000160048
jupiter;-1.88132;4.86213;0.0218979
saturn;2.02103;8.82047;-0.233643
uranus;16.5194;-11.2715;-0.256123
neptune;18.9531;-23.3744;0.0447055
sun;0.007914;-0.00738526;-0.000160834
jupiter;-1.90737;4.85348;0.0225166
saturn;2.00008;8.82497;-0.232887
uranus;16.5274;-11.2602;-0.256185
neptune;18.9619;-23.367;0.0443516
sun;0.00794401;-0.00737902;-0.000161619
jupiter;-1.93337;4.8447;0.0231348
saturn;1.97911;8.82943;-0.23213
uranus;16.5354;-11.249;-0.256247
neptune;18.9708;-23.3597;0.0439978
sun;0.00797397;-0.00737264;-0.000162405
jupiter;-1.95931;4.83579;0.0237522
saturn;1.95814;8.83384;-0.231372
uranus;16.5434;-11.2378;-0.256309
neptune;18.9796;-23.3524;0.043644
sun;0.00800388;-0.00736611;-0.00016319
jupiter;-1.9852;4.82674;0.024369
saturn;1.93715;8.8382;-0.230612
uranus;16.5513;-11.2265;-0.256371
neptune;18.9884;-23.3451;0.0432901
sun;0.00803375;-0.00735945;-0.000163975
jupiter;-2.01103;4.81755;0.0249852
saturn;1.91616;8.84251;-0.229852
uranus;16.5593;-11.2153;-0.256432
neptune;18.9973;-23.3377;0.0429363
sun;0.00806356;-0.00735264;-0.000164759
jupiter;-2.0368;4.80824;0.0256006
saturn;1.89515;8.84678;-0.22909
uranus;16.5672;-11.204;-0.256494
neptune;19.0061;-23.3304;0.0425825
sun;0.00809333;-0.0073457;-0.000165543
jupiter;-2.06252;4.79879;0.0262153
saturn;1.87413;8.851;-0.228326
uranus;16.5752;-11.1927;-0.256555
neptune;19.0149;-23.3231;0.0422286
sun;0.00812304;-0.00733861;-0.000166327
jupiter;-2.08819;4.78921;0.0268293
saturn;1.85311;8.85517;-0.227562
uranus;16.5831;-11.1815;-0.256617
neptune;19.0237;-23.3157;0.0418747
sun;0.0081527;-0.00733139;-0.000167111
jupiter;-2.11379;4.7795;0.0274426
saturn;1.83207;8.8593;-0.226796
uranus;16.5911;-11.1702;-0.256678
neptune;19.0325;-23.3084;0.0415209
sun;0.00818231;-0.00732403;-0.000167894
jupiter;-2.13934;4.76965;0.028055
saturn;1.81102;8.86338;-0.226029
uranus;16.599;-11.1589;-0.256739
neptune;19.0413;-23.301;0.041167
sun;0.00821187;-0.00731653;-0.000168677
jupiter;-2.16483;4.75968;0.0286667
saturn;1.78997;8.86741;-0.225261
uranus;16.6069;-11.1476;-0.2568
neptune;19.0501;-23.2937;0.0408131
sun;0.00824137;-0.00730889;-0.000169459
jupiter;-2.19025;4.74957;0.0292777
saturn;1.7689;8.87139;-0.224492
uranus;16.6148;-11.1363;-0.25686
neptune;19.0589;-23.2863;0.0404592
sun;0.00827082;-0.00730111;-0.000170241
jupiter;-2.21562;4.73933;0.0298878
saturn;1.74783;8.87533;-0.223721
uranus;16.6227;-11.125;-0.256921
neptune;19.0677;-23.2789;0.0401053
sun;0.00830021;-0.0072932;-0.000171023
jupiter;-2.24093;4.72896;0.0304971
saturn;1.72674;8.87922;-0.222949
uranus;16.6306;-11.1137;-0.256981
neptune;19.0765;-23.2716;0.0397514
sun;0.00832955;-0.00728515;-0.000171804
jupiter;-2.26617;4.71847;0.0311055
saturn;1.70565;8.88306;-0.222177
uranus;16.6385;-11.1024;-0.257042
neptune;19.0853;-23.2642;0.0393975
sun;0.00835883;-0.00727696;-0.000172584
jupiter;-2.29136;4.70784;0.0317131
saturn;1.68454;8.88686;-0.221402
uranus;16.6463;-11.0911;-0.257102
neptune;19.0941;-23.2568;0.0390436
sun;0.00838805;-0.00726863;-0.000173364
jupiter;-2.31648;4.69709;0.0323198
saturn;1.66343;8.8906;-0.220627
uranus;16.6542;-11.0798;-0.257162
neptune;19.1029;-23.2495;0.0386897
sun;0.00841722;-0.00726018;-0.000174144
jupiter;-2.34153;4.6862;0.0329256
saturn;1.64231;8.8943;-0.219851
uranus;16.662;-11.0685;-0.257222
neptune;19.1117;-23.2421;0.0383358
sun;0.00844632;-0.00725158;-0.000174923
jupiter;-2.36652;4.67519;0.0335305
saturn;1.62118;8.89796;-0.219073
uranus;16.6699;-11.0571;-0.257282
neptune;19.1205;-23.2347;0.0379819
sun;0.00847537;-0.00724285;-0.000175701
jupiter;-2.39145;4.66405;0.0341345
saturn;1.60004;8.90156;-0.218294
uranus;16.6777;-11.0458;-0.257342
neptune;19.1293;-23.2273;0.0376279
sun;0.00850436;-0.00723399;-0.000176479
jupiter;-2.41631;4.65278;0.0347376
saturn;1.5789;8.90512;-0.217514
uranus;16.6856;-11.0344;-0.257401
neptune;19.1381;-23.2199;0.037274
sun;0.00853329;-0.00722499;-0.000177257
jupiter;-2.44111;4.64139;0.0353397
saturn;1.55774;8.90863;-0.216733
uranus;16.6934;-11.0231;-0.257461
neptune;19.1468;-23.2125;0.03692
sun;0.00856216;-0.00721585;-0.000178033
jupiter;-2.46584;4.62987;0.0359408
saturn;1.53658;8.91209;-0.215951
uranus;16.7012;-11.0117;-0.25752
neptune;19.1556;-23.2052;0.0365661
sun;0.00859097;-0.00720659;-0.00017881
jupiter;-2.4905;4.61822;0.036541
saturn;1.51541;8.91551;-0.215168
uranus;16.709;-11.0004;-0.257579
neptune;19.1644;-23.1978;0.0362121
sun;0.00861971;-0.00719719;-0.000179585
jupiter;-2.51509;4.60645;0.0371401
saturn;1.49423;8.91888;-0.214383
uranus;16.7168;-10.989;-0.257638
neptune;19.1732;-23.1904;0.0358582
sun;0.00864839;-0.00718766;-0.00018036
jupiter;-2.53962;4.59456;0.0377383
saturn;1.47304;8.92219;-0.213597
uranus;16.7246;-10.9777;-0.257697
neptune;19.1819;-23.1829;0.0355042
sun;0.00867701;-0.00717799;-0.000181134
jupiter;-2.56408;4.58253;0.0383354
saturn;1.45184;8.92547;-0.21281
uranus;16.7324;-10.9663;-0.257756
neptune;19.1907;-23.1755;0.0351502
sun;0.00870557;-0.0071682;-0.000181908
jupiter;-2.58846;4.57039;0.0389315
saturn;1.43064;8.92869;-0.212022
uranus;16.7401;-10.9549;-0.257815
neptune;19.1994;-23.1681;0.0347963
sun;0.00873406;-0.00715827;-0.000182681
jupiter;-2.61278;4.55812;0.0395265
saturn;1.40943;8.93187;-0.211233
uranus;16.7479;-10.9435;-0.257873
neptune;19.2082;-23.1607;0.0344423
sun;0.00876248;-0.00714821;-0.000183453
jupiter;-2.63702;4.54572;0.0401204
saturn;1.38821;8.935;-0.210443
uranus;16.7557;-10.9321;-0.257932
neptune;19.217;-23.1533;0.0340883
sun;0.00879084;-0.00713802;-0.000184225
jupiter;-2.6612;4.53321;0.0407132
saturn;1.36698;8.93808;-0.209652
uranus;16.7634;-10.9207;-0.25799
neptune;19.2257;-23.1459;0.0337343
sun;0.00881914;-0.0071277;-0.000184995
jupiter;-2.6853;4.52057;0.041305
saturn;1.34575;8.94111;-0.208859
uranus;16.7711;-10.9093;-0.258048
neptune;19.2345;-23.1385;0.0333803
sun;0.00884737;-0.00711725;-0.000185765
jupiter;-2.70933;4.50781;0.0418956
saturn;1.32451;8.9441;-0.208065
uranus;16.7789;-10.8979;-0.258106
neptune;19.2432;-23.131;0.0330263
sun;0.00887552;-0.00710667;-0.000186535
jupiter;-2.73328;4.49492;0.0424851
saturn;1.30326;8.94704;-0.207271
uranus;16.7866;-10.8865;-0.258164
neptune;19.2519;-23.1236;0.0326723
sun;0.00890362;-0.00709596;-0.000187303
jupiter;-2.75716;4.48192;0.0430734
saturn;1.28201;8.94993;-0.206475
uranus;16.7943;-10.8751;-0.258222
neptune;19.2607;-23.1162;0.0323183
sun;0.00893164;-0.00708512;-0.000188071
jupiter;-2.78097;4.46879;0.0436605
saturn;1.26075;8.95277;-0.205678
uranus;16.802;-10.8637;-0.25828
neptune;19.2694;-23.1087;0.0319643
sun;0.00895959;-0.00707416;-0.000188838
jupiter;-2.8047;4.45555;0.0442465
saturn;1.23948;8.95557;-0.20488
uranus;16.8097;-10.8522;-0.258337
neptune;19.2782;-23.1013;0.0316103
sun;0.00898747;-0.00706306;-0.000189604
jupiter;-2.82836;4.44218;0.0448313
saturn;1.2182;8.95831;-0.204081
uranus;16.8174;-10.8408;-0.258395
neptune;19.2869;-23.0938;0.0312562
sun;0.00901529;-0.00705184;-0.000190369
jupiter;-2.85194;4.4287;0.0454149
saturn;1.19692;8.96101;-0.20328
uranus;16.8251;-10.8294;-0.258452
neptune;19.2956;-23.0864;0.0309022
sun;0.00904303;-0.0070405;-0.000191133
jupiter;-2.87544;4.41509;0.0459972
saturn;1.17564;8.96366;-0.202479
uranus;16.8328;-10.8179;-0.258509
neptune;19.3043;-23.0789;0.0305482
sun;0.0090707;-0.00702902;-0.000191897
jupiter;-2.89887;4.40137;0.0465783
saturn;1.15434;8.96627;-0.201677
uranus;16.8404;-10.8065;-0.258566
neptune;19.3131;-23.0715;0.0301941
sun;0.0090983;-0.00701742;-0.000192659
jupiter;-2.92222;4.38753;0.0471582
saturn;1.13304;8.96882;-0.200873
uranus;16.8481;-10.795;-0.258623
neptune;19.3218;-23.064;0.0298401
sun;0.00912582;-0.0070057;-0.000193421
jupiter;-2.94549;4.37357;0.0477367
saturn;1.11173;8.97133;-0.200069
uranus;16.8557;-10.7836;-0.25868
neptune;19.3305;-23.0566;0.0294861
sun;0.00915328;-0.00699384;-0.000194182
jupiter;-2.96868;4.3595;0.048314
saturn;1.09042;8.97379;-0.199263
uranus;16.8634;-10.7721;-0.258737
neptune;19.3392;-23.0491;0.029132
sun;0.00918065;-0.00698187;-0.000194942
jupiter;-2.99179;4.3453;0.04889
saturn;1.0691;8.9762;-0.198456
uranus;16.871;-10.7606;-0.258793
neptune;19.3479;-23.0416;0.0287779
sun;0.00920796;-0.00696977;-0.000195701
jupiter;-3.01482;4.33099;0.0494647
saturn;1.04778;8.97857;-0.197649
uranus;16.8786;-10.7491;-0.25885
neptune;19.3567;-23.0342;0.0284239
sun;0.00923519;-0.00695754;-0.000196459
jupiter;-3.03777;4.31657;0.0500381
saturn;1.02645;8.98088;-0.19684
uranus;16.8862;-10.7377;-0.258906
neptune;19.3654;-23.0267;0.0280698
sun;0.00926234;-0.0069452;-0.000197216
jupiter;-3.06064;4.30203;0.0506101
saturn;1.00512;8.98315;-0.19603
uranus;16.8939;-10.7262;-0.258962
neptune;19.3741;-23.0192;0.0277158
sun;0.00928942;-0.00693273;-0.000197972
jupiter;-3.08342;4.28738;0.0511808
saturn;0.983777;8.98537;-0.195219
uranus;16.9015;-10.7147;-0.259018
neptune;19.3828;-23.0117;0.0273617
sun;0.00931642;-0.00692013;-0.000198727
jupiter;-3.10613;4.27261;0.0517501
saturn;0.962432;8.98754;-0.194407
uranus;16.909;-10.7032;-0.259074
neptune;19.3915;-23.0042;0.0270076
sun;0.00934334;-0.00690742;-0.000199481
jupiter;-3.12875;4.25772;0.052318
saturn;0.941081;8.98966;-0.193594
uranus;16.9166;-10.6917;-0.25913
neptune;19.4002;-22.9967;0.0266535
sun;0.00937019;-0.00689458;-0.000200234
jupiter;-3.15129;4.24273;0.0528845
saturn;0.919726;8.99174;-0.19278
uranus;16.9242;-10.6802;-0.259185
neptune;19.4089;-22.9893;0.0262994
sun;0.00939695;-0.00688163;-0.000200986
jupiter;-3.17374;4.22762;0.0534496
saturn;0.898365;8.99377;-0.191965
uranus;16.9318;-10.6687;-0.259241
neptune;19.4175;-22.9818;0.0259454
sun;0.00942364;-0.00686855;-0.000201736
jupiter;-3.19611;4.2124;0.0540133
saturn;0.877;8.99575;-0.191149
uranus;16.9393;-10.6571;-0.259296
neptune;19.4262;-22.9743;0.0255913
sun;0.00945025;-0.00685535;-0.000202486
jupiter;-3.21839;4.19706;0.0545755
saturn;0.85563;8.99768;-0.190332
uranus;16.9469;-10.6456;-0.259352
neptune;19.4349;-22.9668;0.0252372
sun;0.00947678;-0.00684203;-0.000203235
jupiter;-3.24059;4.18162;0.0551363
saturn;0.834255;8.99956;-0.189514
uranus;16.9544;-10.6341;-0.259407
neptune;19.4436;-22.9593;0.0248831
sun;0.00950323;-0.00682859;-0.000203982
jupiter;-3.2627;4.16606;0.0556956
saturn;0.812876;9.0014;-0.188695
uranus;16.9619;-10.6226;-0.259462
neptune;19.4523;-22.9517;0.024529
sun;0.0095296;-0.00681504;-0.000204729
jupiter;-3.28473;4.1504;0.0562534
saturn;0.791493;9.00319;-0.187875
uranus;16.9695;-10.611;-0.259517
neptune;19.461;-22.9442;0.0241749
sun;0.00955588;-0.00680136;-0.000205474
jupiter;-3.30667;4.13462;0.0568098
saturn;0.770106;9.00493;-0.187053
uranus;16.977;-10.5995;-0.259571
neptune;19.4696;-22.9367;0.0238208
sun;0.00958209;-0.00678757;-0.000206218
jupiter;-3.32852;4.11873;0.0573646
saturn;0.748714;9.00662;-0.186231
uranus;16.9845;-10.5879;-0.259626
neptune;19.4783;-22.9292;0.0234666
sun;0.00960821;-0.00677366;-0.000206961
jupiter;-3.35028;4.10274;0.0579179
saturn;0.727318;9.00826;-0.185408
uranus;16.992;-10.5764;-0.25968
neptune;19.487;-22.9217;0.0231125
sun;0.00963425;-0.00675963;-0.000207703
jupiter;-3.37196;4.08664;0.0584697
saturn;0.705919;9.00985;-0.184584
uranus;16.9995;-10.5648;-0.259735
neptune;19.4956;-22.9142;0.0227584
sun;0.00966021;-0.00674549;-0.000208444
jupiter;-3.39354;4.07043;0.0590199
saturn;0.684515;9.0114;-0.183759
uranus;17.007;-10.5532;-0.259789
neptune;19.5043;-22.9066;0.0224043
sun;0.00968608;-0.00673123;-0.000209183
jupiter;-3.41504;4.05411;0.0595686
saturn;0.663108;9.0129;-0.182933
uranus;17.0144;-10.5417;-0.259843
neptune;19.5129;-22.8991;0.0220502
sun;0.00971186;-0.00671686;-0.000209921
jupiter;-3.43644;4.03768;0.0601157
saturn;0.641698;9.01435;-0.182106
uranus;17.0219;-10.5301;-0.259897
neptune;19.5216;-22.8916;0.021696
sun;0.00973756;-0.00670237;-0.000210658
jupiter;-3.45776;4.02115;0.0606612
saturn;0.620284;9.01575;-0.181278
uranus;17.0293;-10.5185;-0.259951
neptune;19.5303;-22.884;0.0213419
sun;0.00976318;-0.00668776;-0.000211394
jupiter;-3.47898;4.00451;0.0612051
saturn;0.598866;9.0171;-0.180449
uranus;17.0368;-10.5069;-0.260005
neptune;19.5389;-22.8765;0.0209878
sun;0.00978871;-0.00667305;-0.000212129
jupiter;-3.50011;3.98777;0.0617474
saturn;0.577446;9.01841;-0.179619
uranus;17.0442;-10.4953;-0.260058
neptune;19.5476;-22.8689;0.0206336
sun;0.00981415;-0.00665821;-0.000212862
jupiter;-3.52115;3.97092;0.062288
saturn;0.556022;9.01967;-0.178788
uranus;17.0517;-10.4837;-0.260112
neptune;19.5562;-22.8614;0.0202795
sun;0.00983951;-0.00664327;-0.000213594
jupiter;-3.5421;3.95397;0.062827
saturn;0.534596;9.02088;-0.177956
uranus;17.0591;-10.4721;-0.260165
neptune;19.5648;-22.8538;0.0199253
sun;0.00986478;-0.00662821;-0.000214324
jupiter;-3.56295;3.93692;0.0633644
saturn;0.513166;9.02204;-0.177123
uranus;17.0665;-10.4605;-0.260218
neptune;19.5735;-22.8463;0.0195712
sun;0.00988996;-0.00661304;-0.000215054
jupiter;-3.58371;3.91976;0.0639001
saturn;0.491734;9.02315;-0.176289
uranus;17.0739;-10.4489;-0.260271
neptune;19.5821;-22.8387;0.019217
sun;0.00991505;-0.00659776;-0.000215782
jupiter;-3.60438;3.90249;0.0644341
saturn;0.4703;9.02421;-0.175454
uranus;17.0813;-10.4373;-0.260324
neptune;19.5908;-22.8312;0.0188629
sun;0.00994005;-0.00658237;-0.000216508
jupiter;-3.62495;3.88513;0.0649665
saturn;0.448862;9.02523;-0.174619
uranus;17.0887;-10.4257;-0.260377
neptune;19.5994;-22.8236;0.0185087
sun;0.00996497;-0.00656687;-0.000217233
jupiter;-3.64542;3.86766;0.0654971
